#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: sprites.png (312 x 312)
# $TexturePacker:SmartUpdate:78c06da264f3a8553cd911b420ac2ac4:76d291610a4db2d06c19187773720512:9372a5c6e87557cd082219126b413cbe$
#

pink-bot-right;0;281;178;16;16;16;16;0.5;0.5
pink-mid-left;0;72;289;16;16;16;16;0.5;0.5
pink-mid-mid;0;90;285;16;16;16;16;0.5;0.5
pink-mid-right;0;108;285;16;16;16;16;0.5;0.5
pink-shade-bot;0;122;203;16;16;16;16;0.5;0.5
pink-shade-mid;0;140;205;16;16;16;16;0.5;0.5
pink-shade-top;0;158;205;16;16;16;16;0.5;0.5
pink-top-left;0;176;205;16;16;16;16;0.5;0.5
pink-top-mid;0;194;205;16;16;16;16;0.5;0.5
pink-top-right;0;212;205;16;16;16;16;0.5;0.5
pipe-bot-left;0;231;184;16;16;16;16;0.5;0.5
pipe-bot-right;0;249;183;16;16;16;16;0.5;0.5
pipe-top-left;0;230;202;16;16;16;16;0.5;0.5
pipe-top-right;0;281;196;16;16;16;16;0.5;0.5
platform-bot-left;0;122;221;16;16;16;16;0.5;0.5
platform-bot-mid;0;140;223;16;16;16;16;0.5;0.5
platform-bot-right;0;158;223;16;16;16;16;0.5;0.5
platform-top-left;0;176;223;16;16;16;16;0.5;0.5
platform-top-mid;0;194;223;16;16;16;16;0.5;0.5
platform-top-right;0;212;223;16;16;16;16;0.5;0.5
pop1;0;230;220;16;16;16;16;0.5;0.5
pop2;0;266;133;12;12;12;12;0.5;0.5
pop3;0;189;295;12;12;12;12;0.5;0.5
pop4;0;203;295;12;10;12;10;0.5;0.5
powerup-fireflower;0;115;239;16;16;16;16;0.5;0.5
powerup-mushroom;0;115;257;16;16;16;16;0.5;0.5
powerup-star;0;133;241;16;16;16;16;0.5;0.5
powerupslot;0;156;2;24;28;24;28;0.5;0.5
raccoon-back;0;266;31;16;28;16;28;0.5;0.5
raccoon-flap1;0;286;2;23;27;23;27;0.39130399999999993;0.518519
raccoon-flap2;0;45;80;22;28;22;28;0.40909100000000004;0.5
raccoon-fly1;0;208;2;24;27;24;27;0.375;0.518519
raccoon-fly2;0;234;2;24;27;24;27;0.375;0.518519
raccoon-fly3;0;20;50;24;28;24;28;0.375;0.5
raccoon-front;0;284;31;16;28;16;28;0.5;0.5
raccoon-holding-jump;0;20;110;23;27;23;27;0.347826;0.518519
raccoon-holding-walk1;0;20;227;21;28;21;28;0.380952;0.5
raccoon-holding-walk2;0;45;110;22;28;22;28;0.363636;0.5
raccoon-idle;0;20;257;21;28;21;28;0.380952;0.5
raccoon-jump1;0;20;139;23;27;23;27;0.39130399999999993;0.518519
raccoon-jump2;0;20;168;23;27;23;27;0.39130399999999993;0.518519
raccoon-kick;0;45;140;22;28;22;28;0.681818;0.5
raccoon-sit;0;76;32;22;18;22;18;0.40909100000000004;0.5
raccoon-skid;0;248;31;16;30;16;30;0.5;0.5
raccoon-sprint-jump1;0;260;2;24;27;24;27;0.375;0.518519
raccoon-sprint1;0;182;2;24;28;24;28;0.375;0.5
raccoon-sprint2;0;46;50;24;28;24;28;0.375;0.5
raccoon-sprint3;0;260;2;24;27;24;27;0.375;0.51851852
raccoon-sweep-side;0;20;80;23;28;23;28;0.34782608695652173;0.5
raccoon-walk;0;20;197;22;28;22;28;0.363636;0.5
redpiranha-down1;0;2;268;16;32;16;32;0.5;0.5
redpiranha-down2;0;43;227;16;32;16;32;0.5;0.5
redpiranha-up1;0;69;80;16;32;16;32;0.5;0.5
redpiranha-up2;0;69;114;16;32;16;32;0.5;0.5
redtroopa-shell1-alt;0;133;259;16;16;16;16;0.5;0.5
redtroopa-shell1;0;151;241;16;16;16;16;0.5;0.5
redtroopa-shell2;0;151;259;16;16;16;16;0.5;0.5
redtroopa-shell3;0;169;241;16;16;16;16;0.5;0.5
redtroopa-walk1;0;61;260;16;27;16;27;0.5;0.5
redtroopa-walk2;0;79;231;16;26;16;26;0.5;0.5
shade-bot-left;0;217;295;9;9;16;16;0.8888888888888888;0.1111111111111111
shade-left;0;219;61;9;16;16;16;0.8888888888888888;0.5
shade-top-left;0;228;295;9;9;16;16;0.8888888888888888;0.8888888888888888
shade-top-right;0;267;202;9;9;16;16;0.1111111111111111;0.8888888888888888
shade-top;0;133;277;16;9;16;16;0.5;0.8888888888888888
sky-platform;0;169;259;16;16;16;16;0.5;0.5
small-die;0;187;241;16;16;16;16;0.5;0.5
small-holding-front;0;187;259;16;16;16;16;0.5;0.5
small-holding-jump;0;213;133;15;16;15;16;0.5;0.5
small-holding-walk;0;223;241;14;16;14;16;0.5;0.5
small-idle;0;267;185;12;15;12;15;0.5;0.5
small-jump;0;205;241;16;16;16;16;0.5;0.5
small-kick;0;205;259;16;16;16;16;0.5;0.5
small-skid;0;223;259;14;16;14;16;0.5;0.5
small-sprint-jump;0;151;277;16;16;16;16;0.5;0.5
small-sprint1;0;169;277;16;16;16;16;0.5;0.5
small-sprint2;0;187;277;16;16;16;16;0.5;0.5
small-walk;0;223;277;15;16;15;16;0.466667;0.5
spark1;0;205;277;16;16;16;16;0.5;0.5
spark2;0;126;288;16;16;16;16;0.5;0.5
white-bot-left;0;239;238;16;16;16;16;0.5;0.5
white-bot-mid;0;239;256;16;16;16;16;0.5;0.5
white-bot-right;0;240;274;16;16;16;16;0.5;0.5
white-mid-left;0;240;292;16;16;16;16;0.5;0.5
white-mid-mid;0;249;201;16;16;16;16;0.5;0.5
white-mid-right;0;248;219;16;16;16;16;0.5;0.5
white-shade-bot;0;257;237;16;16;16;16;0.5;0.5
white-shade-mid;0;257;255;16;16;16;16;0.5;0.5
white-shade-top;0;258;273;16;16;16;16;0.5;0.5
white-top-left;0;258;291;16;16;16;16;0.5;0.5
white-top-mid;0;266;219;16;16;16;16;0.5;0.5
white-top-right;0;284;214;16;16;16;16;0.5;0.5
wide-cloud-left;0;275;237;16;16;16;16;0.5;0.5
wide-cloud-right;0;275;255;16;16;16;16;0.5;0.5
wide-cloud-small;0;115;275;16;8;16;8;0.5;0.5
wing-folded;0;302;82;8;10;8;16;0.5;0.2
wing-open;0;302;49;8;15;8;16;0.5;0.4666666666666667
wood-bottom-left;0;276;273;16;16;16;16;0.5;0.5
wood-bottom-mid;0;276;291;16;16;16;16;0.5;0.5
wood-bottom-right;0;294;232;16;16;16;16;0.5;0.5
wood-top-left;0;294;250;16;16;16;16;0.5;0.5
wood-top-mid;0;294;268;16;16;16;16;0.5;0.5
wood-top-right;0;294;286;16;16;16;16;0.5;0.5
